0,1,departure,destination,distance,weighted_distance,log
"('24502', '28711')",1,24502,28711,342795.911579,342795.911579,inf
"('85018', '85233')",1,85018,85233,20349.8336947,20349.8336947,inf
"('53219', '60007')",1,53219,60007,3858.53586674,3858.53586674,inf
"('21221', '77429')",1,21221,77429,2132681.77432,2132681.77432,inf
"('13039', '13041')",1,13039,13041,15137.75131,15137.75131,inf
"('61550', '76227')",1,61550,76227,838849.353325,838849.353325,inf
"('87701', '87740')",1,87701,87740,67658.5945489,67658.5945489,inf
"('17320', '17353')",1,17320,17353,3321.83868827,3321.83868827,inf
"('11779', '85043')",1,11779,85043,4336579.50119,4336579.50119,inf
"('33705', '74017')",1,33705,74017,1435294.00057,1435294.00057,inf
"('44839', '92705')",1,44839,92705,3911872.92525,3911872.92525,inf
"('32601', '32606')",1,32601,32606,13260.5140958,13260.5140958,inf
"('35211', '60616')",1,35211,60616,96227.518774,96227.518774,inf
"('84119', '85258')",2,84119,85258,296119.574606,148059.787303,427211.241794
"('56273', '74354')",1,56273,74354,81242.4924517,81242.4924517,inf
"('61802', '85281')",1,61802,85281,2642609.32866,2642609.32866,inf
"('90048', '91601')",1,90048,91601,5087.29955234,5087.29955234,inf
"('17349', '91780')",1,17349,91780,4599547.84633,4599547.84633,inf
"('11714', '92054')",1,11714,92054,4867540.32455,4867540.32455,inf
"('28304', '92840')",1,28304,92840,4329972.72185,4329972.72185,inf
"('37814', '91744')",1,37814,91744,3846743.71717,3846743.71717,inf
"('44124', '83858')",1,44124,83858,3941131.62209,3941131.62209,inf
"('54115', '84043')",1,54115,84043,2643786.456,2643786.456,inf
"('37061', '64081')",1,37061,64081,752483.36916,752483.36916,inf
"('32303', '48165')",1,32303,48165,160920.860842,160920.860842,inf
"('64030', '85258')",1,64030,85258,1934502.65526,1934502.65526,inf
"('33024', '33178')",1,33024,33178,20137.8097212,20137.8097212,inf
"('91950', '94536')",1,91950,94536,605728.459908,605728.459908,inf
"('86301', '86327')",1,86301,86327,36034.6769313,36034.6769313,inf
"('66013', '66085')",2,66013,66085,4365.68130165,2182.84065083,6299.34676399
"('38504', '38556')",3,38504,38556,21602.2422251,7200.74740837,19664.2082564
"('92780', '92782')",1,92780,92782,3843.17968742,3843.17968742,inf
"('60661', '90301')",1,60661,90301,3412974.83743,3412974.83743,inf
"('33805', '33868')",1,33805,33868,9350.09288482,9350.09288482,inf
"('53227', '60007')",1,53227,60007,6250.35250894,6250.35250894,inf
"('76051', '78258')",1,76051,78258,166057.113596,166057.113596,inf
"('30290', '79924')",1,30290,79924,2426494.20744,2426494.20744,inf
"('70053', '70056')",1,70053,70056,2878.61490561,2878.61490561,inf
"('80109', '91761')",1,80109,91761,1425931.62359,1425931.62359,inf
"('33332', '58102')",1,33332,58102,1791149.44285,1791149.44285,inf
"('60085', '92553')",1,60085,92553,3264203.30075,3264203.30075,inf
"('67401', '67410')",2,67401,67410,48456.8022169,24228.4011084,69909.3882556
"('21043', '73025')",1,21043,73025,2309144.16565,2309144.16565,inf
"('89121', '97355')",1,89121,97355,969602.635722,969602.635722,inf
"('90502', '90503')",1,90502,90503,6866.06513423,6866.06513423,inf
"('60045', '70817')",1,60045,70817,344844.521951,344844.521951,inf
"('46268', '46278')",1,46268,46278,7195.42954433,7195.42954433,inf
"('30084', '77801')",1,30084,77801,1350074.57638,1350074.57638,inf
"('53203', '53204')",2,53203,53204,1039.20871941,519.604359705,1500.26126594
"('78233', '91355')",1,78233,91355,2259958.17569,2259958.17569,inf
"('36351', '37209')",1,36351,37209,120365.562917,120365.562917,inf
"('77092', '85031')",1,77092,85031,1857754.40248,1857754.40248,inf
"('77379', '77389')",2,77379,77389,1586.66933885,793.334669423,2290.07998668
"('55118', '55121')",1,55118,55121,6010.18522348,6010.18522348,inf
"('84074', '84119')",1,84074,84119,36014.6974937,36014.6974937,inf
"('55350', '85258')",1,55350,85258,1958178.61996,1958178.61996,inf
"('33704', '70124')",1,33704,70124,831193.830209,831193.830209,inf
"('18210', '94545')",1,18210,94545,5174116.63339,5174116.63339,inf
"('17517', '85258')",1,17517,85258,3970044.08615,3970044.08615,inf
"('46911', '46970')",1,46911,46970,12894.7967354,12894.7967354,inf
"('28269', '73018')",1,28269,73018,1905545.07469,1905545.07469,inf
"('43231', '52241')",1,43231,52241,962981.857394,962981.857394,inf
"('93221', '93277')",1,93221,93277,38536.6827877,38536.6827877,inf
"('98036', '98052')",1,98036,98052,19343.1126827,19343.1126827,inf
"('83709', '90059')",1,83709,90059,535921.523128,535921.523128,inf
"('11223', '45014')",1,11223,45014,1176550.81375,1176550.81375,inf
"('33467', '91204')",1,33467,91204,4227675.71222,4227675.71222,inf
"('37922', '91343')",1,37922,91343,3822856.76343,3822856.76343,inf
"('30830', '33776')",1,30830,33776,121797.473598,121797.473598,inf
"('53714', '54703')",1,53714,54703,245332.7711,245332.7711,inf
"('61820', '61821')",2,61820,61821,3406.68412881,1703.34206441,4915.80629851
"('30548', '84664')",1,30548,84664,3087996.73018,3087996.73018,inf
"('21117', '41101')",1,21117,41101,652961.991615,652961.991615,inf
"('46526', '46553')",1,46526,46553,3118.46264129,3118.46264129,inf
"('25164', '60123')",1,25164,60123,790630.571221,790630.571221,inf
"('38253', '38260')",1,38253,38260,23019.8507477,23019.8507477,inf
"('11967', '19154')",1,11967,19154,235349.447763,235349.447763,inf
"('30253', '60616')",1,30253,60616,387312.630111,387312.630111,inf
"('45246', '91977')",1,45246,91977,3613227.7378,3613227.7378,inf
"('35215', '97402')",1,35215,97402,4055688.43345,4055688.43345,inf
"('52730', '52753')",1,52730,52753,5625.0660933,5625.0660933,inf
"('78741', '78744')",1,78741,78744,1717.41896369,1717.41896369,inf
"('20148', '84128')",1,20148,84128,3838704.11361,3838704.11361,inf
"('91770', '99350')",1,91770,99350,674092.636595,674092.636595,inf
"('47165', '91010')",1,47165,91010,3551608.86491,3551608.86491,inf
"('19344', '97850')",1,19344,97850,4691454.27907,4691454.27907,inf
"('76126', '76132')",1,76126,76132,9648.65865285,9648.65865285,inf
"('92315', '94010')",1,92315,94010,634347.511471,634347.511471,inf
"('30144', '32507')",1,30144,32507,310668.873183,310668.873183,inf
"('21771', '29732')",1,21771,29732,445049.037061,445049.037061,inf
"('29039', '29115')",1,29039,29115,7388.93571193,7388.93571193,inf
"('84601', '85323')",1,84601,85323,292047.437952,292047.437952,inf
"('46601', '60609')",1,46601,60609,156150.289933,156150.289933,inf
"('30354', '35953')",1,30354,35953,204919.494768,204919.494768,inf
"('73160', '92708')",1,73160,92708,2277262.40062,2277262.40062,inf
"('48135', '95210')",1,48135,95210,4218840.52921,4218840.52921,inf
"('12189', '91744')",1,12189,91744,4903084.96442,4903084.96442,inf
"('66030', '96913')",1,66030,96913,13420704.5253,13420704.5253,inf
"('44286', '94549')",1,44286,94549,4498812.66496,4498812.66496,inf
"('66442', '90670')",1,66442,90670,2369344.12194,2369344.12194,inf
"('30354', '32824')",3,30354,32824,346964.30264,115654.767547,315821.518502
"('14075', '84057')",1,14075,84057,3654873.85846,3654873.85846,inf
"('33605', '33705')",59,33605,33705,23969.9650577,406.270594197,5879.53953211
"('37067', '97735')",1,37067,97735,3794049.52542,3794049.52542,inf
"('47512', '92646')",1,47512,92646,3406786.59914,3406786.59914,inf
"('13760', '22201')",1,13760,22201,140096.150149,140096.150149,inf
"('43081', '95310')",1,43081,95310,4168055.70769,4168055.70769,inf
"('63640', '90403')",1,63640,90403,3125950.97158,3125950.97158,inf
"('85258', '93704')",1,85258,93704,892650.918335,892650.918335,inf
"('91343', '91345')",2,91343,91345,3205.31515025,1602.65757513,4625.29227176
"('11550', '77016')",1,11550,77016,2402553.44693,2402553.44693,inf
"('45701', '45750')",1,45701,45750,73840.1352917,73840.1352917,inf
"('20785', '21209')",1,20785,21209,26254.4740015,26254.4740015,inf
"('27704', '96101')",1,27704,96101,4633704.93588,4633704.93588,inf
"('69341', '69361')",1,69341,69361,5402.20942434,5402.20942434,inf
"('64055', '65201')",1,64055,65201,240135.29442,240135.29442,inf
"('87110', '87111')",1,87110,87111,10147.0748783,10147.0748783,inf
"('64150', '73034')",1,64150,73034,314000.411653,314000.411653,inf
"('43935', '43971')",1,43935,43971,4706.85983989,4706.85983989,inf
"('53226', '94538')",1,53226,94538,3770155.31326,3770155.31326,inf
"('20019', '33705')",1,20019,33705,667943.953648,667943.953648,inf
"('15210', '91730')",1,15210,91730,4175153.49251,4175153.49251,inf
"('28314', '90301')",1,28314,90301,4373041.23749,4373041.23749,inf
"('58045', '85258')",1,58045,85258,1686960.87946,1686960.87946,inf
"('86326', '91730')",1,86326,91730,618332.703518,618332.703518,inf
"('19067', '19125')",2,19067,19125,34738.186237,17369.0931185,50117.6090136
"('95448', '95519')",1,95448,95519,192922.155892,192922.155892,inf
"('34652', '34653')",2,34652,34653,5503.37723542,2751.68861771,7940.69504569
"('48732', '90014')",1,48732,90014,3823961.88525,3823961.88525,inf
"('90301', '98031')",1,90301,98031,864010.300491,864010.300491,inf
"('33815', '84119')",1,33815,84119,3313982.22396,3313982.22396,inf
"('89123', '89183')",1,89123,89183,2103.22123482,2103.22123482,inf
"('40513', '40514')",1,40513,40514,4704.59775163,4704.59775163,inf
"('50263', '89434')",1,50263,89434,2866412.50985,2866412.50985,inf
"('33073', '54130')",1,33073,54130,908110.891687,908110.891687,inf
"('60804', '76051')",1,60804,76051,1033120.96122,1033120.96122,inf
"('15902', '84067')",1,15902,84067,3687683.98899,3687683.98899,inf
"('32904', '33705')",1,32904,33705,218558.157605,218558.157605,inf
"('75226', '76051')",1,75226,76051,32869.7142759,32869.7142759,inf
"('75166', '85258')",1,75166,85258,1717117.80995,1717117.80995,inf
"('25801', '97230')",1,25801,97230,4578395.51242,4578395.51242,inf
"('14830', '17356')",1,14830,17356,75541.5046562,75541.5046562,inf
"('95123', '95128')",1,95123,95128,12382.680104,12382.680104,inf
"('43031', '95054')",1,43031,95054,4369112.79787,4369112.79787,inf
"('76051', '78245')",1,76051,78245,192121.581811,192121.581811,inf
"('48746', '84120')",1,48746,84120,3163043.23833,3163043.23833,inf
"('29673', '90301')",1,29673,90301,3992186.84999,3992186.84999,inf
"('53119', '53149')",1,53119,53149,15948.7541765,15948.7541765,inf
"('95672', '95726')",1,95672,95726,52976.8291765,52976.8291765,inf
"('53074', '85258')",1,53074,85258,2666759.59993,2666759.59993,inf
"('95355', '95356')",1,95355,95356,9918.36670522,9918.36670522,inf
"('44116', '90301')",1,44116,90301,4052953.87168,4052953.87168,inf
"('34953', '34986')",2,34953,34986,2676.81838023,1338.40919012,3862.83260252
"('35749', '99207')",1,35749,99207,3397683.67308,3397683.67308,inf
"('97030', '97080')",1,97030,97080,5096.70284254,5096.70284254,inf
"('92584', '92586')",1,92584,92586,4010.95643447,4010.95643447,inf
"('78669', '80550')",1,78669,80550,784295.031798,784295.031798,inf
"('30354', '39564')",1,30354,39564,487797.923182,487797.923182,inf
"('10512', '20785')",1,10512,20785,358232.093448,358232.093448,inf
"('48093', '49464')",1,48093,49464,330078.381865,330078.381865,inf
"('92128', '93033')",1,92128,93033,236404.614523,236404.614523,inf
"('57103', '57104')",1,57103,57104,2069.35256441,2069.35256441,inf
"('53151', '53186')",1,53151,53186,11795.5575425,11795.5575425,inf
"('10031', '11216')",1,10031,11216,4443.76532349,4443.76532349,inf
"('11206', '84404')",1,11206,84404,4244845.57654,4244845.57654,inf
"('91752', '92586')",2,91752,92586,39776.7274635,19888.3637317,57386.6874544
"('92108', '92111')",1,92108,92111,3367.86822199,3367.86822199,inf
"('99208', '99218')",1,99208,99218,8091.49015181,8091.49015181,inf
"('72712', '96818')",1,72712,96818,7098152.95753,7098152.95753,inf
"('91042', '91214')",1,91042,91214,4721.95749676,4721.95749676,inf
"('11377', '11735')",1,11377,11735,52526.1698172,52526.1698172,inf
"('92019', '92020')",2,92019,92020,9957.42070643,4978.71035321,14366.5214732
"('33705', '40202')",1,33705,40202,364124.543331,364124.543331,inf
"('19607', '44115')",1,19607,44115,637240.425615,637240.425615,inf
"('33411', '92081')",1,33411,92081,4114239.49125,4114239.49125,inf
"('55121', '72903')",1,55121,72903,150492.3518,150492.3518,inf
"('10036', '91405')",1,10036,91405,4935647.89892,4935647.89892,inf
"('60637', '91010')",1,60637,91010,3373430.22347,3373430.22347,inf
"('46504', '47403')",1,46504,47403,57858.0967965,57858.0967965,inf
"('98203', '98290')",4,98203,98290,28093.2001178,7023.30002945,20265.9602463
"('30354', '33313')",1,30354,33313,474868.313262,474868.313262,inf
"('32086', '94804')",1,32086,94804,4554938.23269,4554938.23269,inf
"('61704', '92647')",1,61704,92647,3231000.51845,3231000.51845,inf
"('60133', '92780')",1,60133,92780,3297805.40689,3297805.40689,inf
"('53184', '89134')",1,53184,89134,2968263.06171,2968263.06171,inf
"('48843', '57701')",1,48843,57701,2144031.73933,2144031.73933,inf
"('67052', '97415')",1,67052,97415,2960835.18308,2960835.18308,inf
"('19355', '77025')",1,19355,77025,2205743.55643,2205743.55643,inf
"('84043', '85708')",1,84043,85708,351540.753434,351540.753434,inf
"('66062', '89118')",1,66062,89118,2273048.94494,2273048.94494,inf
"('38018', '90058')",1,38018,90058,3164200.33023,3164200.33023,inf
"('37416', '37421')",2,37416,37421,3889.78042182,1944.89021091,5612.76692471
"('76501', '76502')",2,76501,76502,17749.9140399,8874.95701996,25608.7129616
"('47971', '94538')",1,47971,94538,3860602.95403,3860602.95403,inf
"('85255', '85258')",1,85255,85258,9221.58861189,9221.58861189,inf
"('32837', '46802')",1,32837,46802,444417.413832,444417.413832,inf
"('85364', '85365')",1,85364,85365,61934.316389,61934.316389,inf
"('30260', '30297')",1,30260,30297,5087.93576632,5087.93576632,inf
"('84414', '95355')",1,84414,95355,1013286.66196,1013286.66196,inf
"('76051', '77494')",4,76051,77494,143658.044712,35914.5111781,103628.374345
"('30066', '92103')",1,30066,92103,3631688.76413,3631688.76413,inf
"('72104', '89118')",1,72104,89118,2490055.77583,2490055.77583,inf
"('33311', '91710')",1,33311,91710,4163332.99292,4163332.99292,inf
"('10917', '58102')",1,10917,58102,2523449.9196,2523449.9196,inf
"('15601', '15642')",2,15601,15642,21008.501369,10504.2506845,30309.8607416
"('32837', '93033')",1,32837,93033,4188061.31259,4188061.31259,inf
"('97501', '97526')",1,97501,97526,51326.9212764,51326.9212764,inf
"('29631', '44903')",1,29631,44903,92203.7274752,92203.7274752,inf
"('11230', '93033')",1,11230,93033,5014151.64545,5014151.64545,inf
"('30809', '72113')",1,30809,72113,1137162.8341,1137162.8341,inf
"('33004', '33178')",1,33004,33178,31978.1693535,31978.1693535,inf
"('85225', '91765')",1,85225,91765,666867.412983,666867.412983,inf
"('54601', '54656')",1,54601,54656,37526.726958,37526.726958,inf
"('77706', '85043')",1,77706,85043,2005083.13004,2005083.13004,inf
"('55449', '97415')",1,55449,97415,3446815.29409,3446815.29409,inf
"('28031', '32301')",1,28031,32301,380011.698233,380011.698233,inf
"('51537', '85043')",1,51537,85043,1886971.76106,1886971.76106,inf
"('28655', '89118')",1,28655,89118,3721027.97562,3721027.97562,inf
"('23505', '45238')",1,23505,45238,925957.050176,925957.050176,inf
"('11050', '11779')",2,11050,11779,64346.8531189,32173.4265594,92833.8858914
"('28092', '97208')",1,28092,97208,4594060.11948,4594060.11948,inf
"('43035', '45701')",1,43035,45701,101873.113948,101873.113948,inf
"('10992', '84043')",1,10992,84043,4193230.81035,4193230.81035,inf
"('74134', '97030')",1,74134,97030,2972047.09043,2972047.09043,inf
"('92557', '93012')",1,92557,93012,193181.982798,193181.982798,inf
"('43082', '92704')",1,43082,92704,3890024.98901,3890024.98901,inf
"('11355', '77701')",1,11355,77701,2249171.44309,2249171.44309,inf
"('53186', '53203')",1,53186,53203,32017.7454551,32017.7454551,inf
"('85201', '85202')",1,85201,85202,3528.9946715,3528.9946715,inf
"('86305', '90048')",1,86305,90048,608409.788189,608409.788189,inf
"('60527', '60561')",1,60527,60561,5813.27983731,5813.27983731,inf
"('37115', '60007')",1,37115,60007,147574.084418,147574.084418,inf
"('41048', '96703')",1,41048,96703,8279162.59991,8279162.59991,inf
"('60085', '93704')",2,60085,93704,3549848.02384,1774924.01192,5121349.1399
"('40229', '91776')",1,40229,91776,3606265.89688,3606265.89688,inf
"('22102', '30813')",1,22102,30813,564843.820519,564843.820519,inf
"('90746', '96910')",1,90746,96910,10941577.4315,10941577.4315,inf
"('17201', '17202')",1,17201,17202,5621.88781052,5621.88781052,inf
"('80002', '80004')",1,80002,80004,2174.20779678,2174.20779678,inf
"('35406', '35476')",1,35406,35476,13570.9380076,13570.9380076,inf
"('30677', '91746')",1,30677,91746,3848675.15769,3848675.15769,inf
"('10002', '41048')",1,10002,41048,1192369.67974,1192369.67974,inf
"('54115', '77627')",1,54115,77627,652963.266063,652963.266063,inf
"('11355', '75149')",1,11355,75149,2529881.52997,2529881.52997,inf
"('20110', '20785')",2,20110,20785,67137.473901,33568.7369505,96859.9006548
"('64081', '64082')",8,64081,64082,620.821773136,77.602721642,299.55216446
"('32211', '32277')",1,32211,32277,1442.26360812,1442.26360812,inf
"('11951', '92105')",1,11951,92105,4909715.72088,4909715.72088,inf
"('90301', '95014')",1,90301,95014,454209.696281,454209.696281,inf
"('17402', '40769')",1,17402,40769,840060.395937,840060.395937,inf
"('45406', '90058')",1,45406,90058,3775131.22074,3775131.22074,inf
"('40069', '40078')",1,40069,40078,7066.24582185,7066.24582185,inf
"('84081', '84088')",1,84081,84088,8535.46234833,8535.46234833,inf
"('48239', '48240')",1,48239,48240,2111.33070679,2111.33070679,inf
"('33702', '33705')",1,33702,33705,2286.92544973,2286.92544973,inf
"('43558', '91789')",1,43558,91789,3773044.93081,3773044.93081,inf
"('46806', '90301')",1,46806,90301,3695874.49926,3695874.49926,inf
"('43004', '95210')",1,43004,95210,4280506.67267,4280506.67267,inf
"('19803', '19810')",1,19803,19810,4036.21416919,4036.21416919,inf
"('46544', '46545')",1,46544,46545,598.215031896,598.215031896,inf
"('44144', '91744')",1,44144,91744,4018823.24015,4018823.24015,inf
"('78245', '78250')",1,78245,78250,7525.37731894,7525.37731894,inf
"('32216', '34990')",1,32216,34990,147918.58028,147918.58028,inf
"('91708', '98531')",2,91708,98531,922160.780051,461080.390026,1330397.78428
